Mean,Count,Service Time
7.6,1,0.0865621566772461
7.6,2,0.24572396278381348
7.6,3,0.3500339984893799
7.6,4,0.49820804595947266
7.6,5,0.24239492416381836
7.6,6,0.14268112182617188
7.6,7,0.24871611595153809
7.6,8,0.2853889465332031
7.6,9,0.36138296127319336
7.6,10,0.27316904067993164
7.6,11,0.34924912452697754
7.6,12,0.2768127918243408
7.6,13,0.2973349094390869
7.6,14,0.3519320487976074
7.6,15,0.28910207748413086
7.6,16,0.15899014472961426
7.6,17,0.15605998039245605
7.6,18,0.159592866897583
7.6,19,0.1850748062133789
7.6,20,0.21128010749816895
7.6,21,0.335953950881958
7.6,22,0.3778259754180908
7.6,23,0.2681272029876709
7.6,24,0.2171478271484375
7.6,25,0.08107805252075195
7.6,26,0.12718987464904785
7.6,27,0.12041115760803223
7.6,28,0.08823394775390625
7.6,29,0.05846595764160156
7.6,30,0.07523798942565918
7.6,31,0.10617303848266602
7.6,32,0.08295607566833496
7.6,33,0.10095500946044922
7.6,34,0.13715100288391113
7.6,35,0.13421392440795898
7.6,36,0.031590938568115234
7.6,37,0.04734611511230469
7.6,38,0.08886599540710449
7.6,39,0.2629551887512207
7.6,40,0.43296003341674805
7.6,41,0.449383020401001
7.6,42,0.48361802101135254
7.6,43,0.4835638999938965
7.6,44,0.40883708000183105
7.6,45,0.41663599014282227
7.6,46,0.64090895652771
7.6,47,0.6746220588684082
7.6,48,0.564079999923706
7.6,49,0.49420595169067383
7.6,50,0.48486804962158203
7.6,51,0.49867796897888184
7.6,52,0.5096249580383301
7.6,53,0.334636926651001
7.6,54,0.17067813873291016
7.6,55,0.07798886299133301
7.6,56,0.03432607650756836
7.6,57,0.12275099754333496
7.6,58,0.022989988327026367
7.6,59,0.1427760124206543
7.6,60,0.14181303977966309
7.6,61,0.08450603485107422
7.6,62,0.045762062072753906
7.6,63,0.07017898559570312
7.6,64,0.16277599334716797
7.6,65,0.2523341178894043
7.6,66,0.11785888671875
7.6,67,0.13640880584716797
7.6,68,0.05692291259765625
7.6,69,0.2174680233001709
7.6,70,0.11521291732788086
7.6,71,0.1755831241607666
7.6,72,0.1506969928741455
7.6,73,0.27231502532958984
7.6,74,0.2714419364929199
7.6,75,0.31520915031433105
